[2026-02-10 18:09:06] [--------] [info ] [gin_logger.go:93] 200 |          90ms |             ::1 | GET     "/v0/management/auth-files"
[2026-02-10 18:09:06] [--------] [info ] [gin_logger.go:93] 200 |         108ms |             ::1 | GET     "/v0/management/config.yaml"
[2026-02-10 18:09:06] [--------] [info ] [gin_logger.go:93] 200 |         109ms |             ::1 | GET     "/v0/management/auth-files"
[2026-02-10 18:09:08] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/usage"
[2026-02-10 18:09:08] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/usage"
[2026-02-10 18:09:08] [--------] [info ] [gin_logger.go:93] 200 |          99ms |             ::1 | GET     "/v0/management/usage"
[2026-02-10 18:09:08] [--------] [info ] [gin_logger.go:93] 200 |          91ms |             ::1 | GET     "/v0/management/usage"
[2026-02-10 18:09:17] [--------] [info ] [gin_logger.go:93] 204 |           5ms |             ::1 | OPTIONS "/v0/management/config.yaml"
[2026-02-10 18:09:17] [--------] [info ] [gin_logger.go:93] 204 |           5ms |             ::1 | OPTIONS "/v0/management/config.yaml"
[2026-02-10 18:09:17] [--------] [info ] [gin_logger.go:93] 204 |           5ms |             ::1 | OPTIONS "/v0/management/auth-files"
[2026-02-10 18:09:17] [--------] [info ] [gin_logger.go:93] 204 |           5ms |             ::1 | OPTIONS "/v0/management/auth-files"
[2026-02-10 18:09:17] [--------] [info ] [gin_logger.go:93] 200 |         258ms |             ::1 | GET     "/v0/management/auth-files"
[2026-02-10 18:09:17] [--------] [info ] [gin_logger.go:93] 200 |         265ms |             ::1 | GET     "/v0/management/config.yaml"
[2026-02-10 18:09:17] [--------] [info ] [gin_logger.go:93] 200 |          81ms |             ::1 | GET     "/v0/management/auth-files"
[2026-02-10 18:09:17] [--------] [info ] [gin_logger.go:93] 200 |          77ms |             ::1 | GET     "/v0/management/config.yaml"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/auth-files"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/usage"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/oauth-model-alias"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/oauth-excluded-models"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/auth-files"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/oauth-model-alias"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/oauth-excluded-models"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 200 |         110ms |             ::1 | GET     "/v0/management/usage"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 200 |         111ms |             ::1 | GET     "/v0/management/auth-files"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 200 |         113ms |             ::1 | GET     "/v0/management/oauth-excluded-models"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 200 |         115ms |             ::1 | GET     "/v0/management/oauth-model-alias"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 200 |          74ms |             ::1 | GET     "/v0/management/auth-files"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 200 |          85ms |             ::1 | GET     "/v0/management/oauth-excluded-models"
[2026-02-10 18:09:18] [--------] [info ] [gin_logger.go:93] 200 |          81ms |             ::1 | GET     "/v0/management/oauth-model-alias"
[2026-02-10 18:09:19] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/ampcode"
[2026-02-10 18:09:19] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/usage"
[2026-02-10 18:09:19] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/config"
[2026-02-10 18:09:19] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/vertex-api-key"
[2026-02-10 18:09:19] [--------] [info ] [gin_logger.go:93] 200 |          77ms |             ::1 | GET     "/v0/management/vertex-api-key"
[2026-02-10 18:09:19] [--------] [info ] [gin_logger.go:93] 200 |          78ms |             ::1 | GET     "/v0/management/usage"
[2026-02-10 18:09:19] [--------] [info ] [gin_logger.go:93] 200 |          78ms |             ::1 | GET     "/v0/management/config"
[2026-02-10 18:09:19] [--------] [info ] [gin_logger.go:93] 200 |          78ms |             ::1 | GET     "/v0/management/ampcode"
[2026-02-10 18:09:21] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/api-keys"
[2026-02-10 18:09:21] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/api-key-policies"
[2026-02-10 18:09:21] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/api-keys"
[2026-02-10 18:09:21] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/api-key-policies"
[2026-02-10 18:09:21] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/model-definitions/claude"
[2026-02-10 18:09:21] [--------] [info ] [gin_logger.go:93] 204 |            0s |             ::1 | OPTIONS "/v0/management/model-definitions/claude"
[2026-02-10 18:09:21] [--------] [info ] [gin_logger.go:93] 200 |          86ms |             ::1 | GET     "/v0/management/api-keys"
[2026-02-10 18:09:21] [--------] [info ] [gin_logger.go:93] 200 |          86ms |             ::1 | GET     "/v0/management/api-key-policies"
[2026-02-10 18:09:21] [--------] [info ] [gin_logger.go:93] 200 |          88ms |             ::1 | GET     "/v0/management/model-definitions/claude"
[2026-02-10 18:09:21] [--------] [info ] [gin_logger.go:93] 200 |          73ms |             ::1 | GET     "/v0/management/api-keys"
[2026-02-10 18:09:21] [--------] [info ] [gin_logger.go:93] 200 |          72ms |             ::1 | GET     "/v0/management/api-key-policies"
[2026-02-10 18:09:21] [--------] [info ] [gin_logger.go:93] 200 |          72ms |             ::1 | GET     "/v0/management/model-definitions/claude"
